282	341
284	549
3482	549
3482	2487
3483	549
3483	2487
3484	549
3484	2487
4858	2133
4860	2133
4860	2135
4832	1860
4843	943
4843	942
4845	943
4822	209
4824	209
4825	60
4825	2141
4827	60
4827	2141
4833	60
4833	368
4833	2141
4835	60
4835	368
2218	127
2283	127
2306	126
3437	2362
3436	699
3429	1615
3393	2587
4766	126
3394	2587
3395	2588
3396	2588
509	2305
509	549
3397	2588
514	549
518	304
518	549
3693	2169
3693	2170
3702	32
5118	60
5118	2361
5121	60
5122	60
5122	304
5148	60
5148	2361
5154	60
5154	562
5156	60
5156	2361
431	549
432	549
4870	1182
8398	1277
8398	1217
5151	60
8982	368
8588	60
5120	60
5117	1181
3413	699
8023	208
7986	616
5155	60
166	128
168	549
5153	549
5153	1182
684	1553
684	2274
684	549
4863	2133
4863	2135
2840	1387
4600	128
4600	32
5488	751
936	1064
936	135
939	1064
939	135
2357	616
940	1068
940	1069
941	1068
941	1069
2206	211
2859	2157
2888	2274
2489	250
468	368
471	1615
470	1860
368	1558
383	1559
386	1560
569	2169
569	2170
362	2171
412	60
413	2172
417	2173
472	2174
444	2175
445	2176
433	2184
442	2184
440	1844
440	1845
446	1843
3422	1425
3423	1425
449	1734
454	2196
456	2196
459	290
462	961
463	566
465	2196
323	2305
160	209
162	209
172	942
172	944
171	129
171	942
171	943
171	944
170	129
170	942
170	943
170	944
173	129
173	942
173	943
173	944
173	785
173	980
231	1043
231	2956
230	1043
230	2956
232	1043
232	2956
233	1043
233	2956
3487	920
3487	34
389	549
371	1563
4479	135
3945	2196
3958	2196
4038	186
169	942
169	943
174	129
174	942
174	943
174	944
4086	566
4244	189
4302	189
3303	416
2294	206
2294	207
3302	2380
3362	1329
3362	961
418	416
3365	1329
3365	961
3365	2380
3365	1402
3379	1329
3379	961
3379	2380
3379	416
3379	1402
3379	186
3543	2361
4193	2380
6989	1328
6989	1329
2349	126
2359	616
2047	1186
3258	1329
4578	129
7786	1278
7755	1278
8122	1217
121	60
4823	126
4823	60
4823	127
7899	1276
161	209
189	358
4657	358
190	358
234	1043
234	2956
324	2305
246	129
246	980
246	785
192	378
235	1043
235	2956
4669	32
4673	32
8269	1217
3820	631
7903	1276
7787	1278
7789	1278
7790	1278
361	128
6371	1571
578	549
427	549
2045	176
4775	60
4778	60
4780	60
4780	1708
4785	60
697	920
5162	66
5458	751
267	944
267	943
261	942
607	1033
464	2196
